"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr19",11090071,11090803,733,"*","Promoter (<=1kb)",19,11090579,11133816,43238,1,"3949","ENST00000252444.10",0,"ENSG00000130164","LDLR","low density lipoprotein receptor"
"chr19",11091721,11092132,412,"*","Promoter (1-2kb)",19,11090579,11133816,43238,1,"3949","ENST00000252444.10",1142,"ENSG00000130164","LDLR","low density lipoprotein receptor"
"chr19",11092193,11093172,980,"*","Promoter (1-2kb)",19,11090579,11133816,43238,1,"3949","ENST00000252444.10",1614,"ENSG00000130164","LDLR","low density lipoprotein receptor"
"chr19",11093268,11093639,372,"*","Promoter (2-3kb)",19,11090579,11133816,43238,1,"3949","ENST00000252444.10",2689,"ENSG00000130164","LDLR","low density lipoprotein receptor"
"chr19",11094928,11095417,490,"*","Intron (ENST00000559340.2/3949, intron 1 of 16)",19,11090579,11133816,43238,1,"3949","ENST00000252444.10",4349,"ENSG00000130164","LDLR","low density lipoprotein receptor"
"chr19",11096169,11096782,614,"*","Intron (ENST00000559340.2/3949, intron 1 of 16)",19,11090579,11133816,43238,1,"3949","ENST00000252444.10",5590,"ENSG00000130164","LDLR","low density lipoprotein receptor"
"chr19",11102645,11103220,576,"*","Exon (ENST00000559340.2/3949, exon 3 of 17)",19,11106356,11107515,1160,1,"3949","ENST00000558528.1",-3136,"ENSG00000130164","LDLR","low density lipoprotein receptor"
"chr19",11104988,11105720,733,"*","Promoter (<=1kb)",19,11106356,11107515,1160,1,"3949","ENST00000558528.1",-636,"ENSG00000130164","LDLR","low density lipoprotein receptor"
"chr19",11105879,11106289,411,"*","Promoter (<=1kb)",19,11106356,11107515,1160,1,"3949","ENST00000558528.1",-67,"ENSG00000130164","LDLR","low density lipoprotein receptor"
"chr19",11106454,11106888,435,"*","Promoter (<=1kb)",19,11106356,11107515,1160,1,"3949","ENST00000558528.1",98,"ENSG00000130164","LDLR","low density lipoprotein receptor"
"chr19",11111364,11112093,730,"*","Promoter (<=1kb)",19,11110713,11113481,2769,1,"3949","ENST00000560173.1",651,"ENSG00000130164","LDLR","low density lipoprotein receptor"
"chr19",44903623,44904497,875,"*","Promoter (1-2kb)",19,44905791,44908944,3154,1,"348","ENST00000446996.5",-1294,"ENSG00000130203","APOE","apolipoprotein E"
"chr19",44904566,44904913,348,"*","Promoter (<=1kb)",19,44905791,44908944,3154,1,"348","ENST00000446996.5",-878,"ENSG00000130203","APOE","apolipoprotein E"
"chr19",44905280,44906187,908,"*","Promoter (<=1kb)",19,44905791,44908944,3154,1,"348","ENST00000446996.5",0,"ENSG00000130203","APOE","apolipoprotein E"
"chr19",44906383,44906790,408,"*","Promoter (<=1kb)",19,44906360,44908954,2595,1,"348","ENST00000425718.1",23,"ENSG00000130203","APOE","apolipoprotein E"
"chr2",20962817,20963369,553,"*","Distal Intergenic",2,21024170,21043962,19793,2,"338","ENST00000399256.4",80593,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",20963928,20964370,443,"*","Distal Intergenic",2,21024170,21043962,19793,2,"338","ENST00000399256.4",79592,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",20970137,20970450,314,"*","Distal Intergenic",2,21024170,21043962,19793,2,"338","ENST00000399256.4",73512,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",20973123,20973532,410,"*","Distal Intergenic",2,21024170,21043962,19793,2,"338","ENST00000399256.4",70430,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",20977547,20977808,262,"*","Distal Intergenic",2,21024170,21043962,19793,2,"338","ENST00000399256.4",66154,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",20985189,20985648,460,"*","Distal Intergenic",2,21024170,21043962,19793,2,"338","ENST00000399256.4",58314,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",20986692,20986898,207,"*","Distal Intergenic",2,21024170,21043962,19793,2,"338","ENST00000399256.4",57064,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",20989596,20989930,335,"*","Distal Intergenic",2,21024170,21043962,19793,2,"338","ENST00000399256.4",54032,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",20991953,20992713,761,"*","Distal Intergenic",2,21024170,21043962,19793,2,"338","ENST00000399256.4",51249,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",20996436,20996776,341,"*","Distal Intergenic",2,21024170,21043962,19793,2,"338","ENST00000399256.4",47186,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",20997112,20997408,297,"*","Distal Intergenic",2,21024170,21043962,19793,2,"338","ENST00000399256.4",46554,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",20997499,20999608,2110,"*","Exon (ENST00000567376.2/ENST00000567376.2, exon 1 of 1)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",44354,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21002703,21002950,248,"*","Exon (ENST00000233242.5/338, exon 29 of 29)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",41012,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21005078,21005369,292,"*","Exon (ENST00000233242.5/338, exon 26 of 29)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",38593,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21005578,21006597,1020,"*","Exon (ENST00000233242.5/338, exon 26 of 29)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",37365,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21006640,21007146,507,"*","Exon (ENST00000233242.5/338, exon 26 of 29)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",36816,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21007767,21008264,498,"*","Exon (ENST00000233242.5/338, exon 26 of 29)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",35698,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21008539,21008916,378,"*","Exon (ENST00000233242.5/338, exon 26 of 29)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",35046,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21008989,21009360,372,"*","Exon (ENST00000233242.5/338, exon 26 of 29)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",34602,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21010795,21011348,554,"*","Exon (ENST00000233242.5/338, exon 26 of 29)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",32614,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21012670,21012874,205,"*","Intron (ENST00000233242.5/338, intron 25 of 28)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",31088,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21013093,21013297,205,"*","3' UTR",2,21024170,21043962,19793,2,"338","ENST00000399256.4",30665,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21016300,21016790,491,"*","3' UTR",2,21024170,21043962,19793,2,"338","ENST00000399256.4",27172,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21017256,21017666,411,"*","Intron (ENST00000233242.5/338, intron 20 of 28)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",26296,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21019420,21020001,582,"*","3' UTR",2,21024170,21043962,19793,2,"338","ENST00000399256.4",23961,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21020159,21021040,882,"*","Intron (ENST00000233242.5/338, intron 18 of 28)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",22922,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21021788,21022179,392,"*","Intron (ENST00000233242.5/338, intron 18 of 28)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",21783,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21024813,21025363,551,"*","3' UTR",2,21024170,21043962,19793,2,"338","ENST00000399256.4",18599,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21025633,21025855,223,"*","Intron (ENST00000233242.5/338, intron 15 of 28)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",18107,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21026104,21026381,278,"*","Intron (ENST00000233242.5/338, intron 15 of 28)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",17581,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21027250,21027676,427,"*","Intron (ENST00000233242.5/338, intron 14 of 28)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",16286,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21032330,21032632,303,"*","3' UTR",2,21024170,21043962,19793,2,"338","ENST00000399256.4",11330,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21033406,21033633,228,"*","3' UTR",2,21024170,21043962,19793,2,"338","ENST00000399256.4",10329,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21033693,21034212,520,"*","Intron (ENST00000233242.5/338, intron 8 of 28)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",9750,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21036181,21037185,1005,"*","Exon (ENST00000233242.5/338, exon 6 of 29)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",6777,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21038605,21039004,400,"*","Intron (ENST00000233242.5/338, intron 4 of 28)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",4958,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21042044,21042501,458,"*","Promoter (1-2kb)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",1461,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21042925,21043563,639,"*","Promoter (<=1kb)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",399,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21043649,21044334,686,"*","Promoter (<=1kb)",2,21024170,21043962,19793,2,"338","ENST00000399256.4",0,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21044753,21045010,258,"*","Promoter (<=1kb)",2,21013299,21044073,30775,2,"338","ENST00000673882.2",-680,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",21047110,21047740,631,"*","Distal Intergenic",2,21013299,21044073,30775,2,"338","ENST00000673882.2",-3037,"ENSG00000084674","APOB","apolipoprotein B"
"chr2",27496044,27497199,1156,"*","Promoter (<=1kb)",2,27496839,27523684,26846,1,"2646","ENST00000264717.7",0,"ENSG00000084734","GCKR","glucokinase regulator"
"chr2",27501046,27501396,351,"*","Exon (ENST00000264717.7/2646, exon 8 of 19)",2,27497268,27501830,4563,1,"2646","ENST00000453813.1",3778,"ENSG00000084734","GCKR","glucokinase regulator"
"chr2",27506427,27508141,1715,"*","Promoter (<=1kb)",2,27506510,27509791,3282,1,"2646","ENST00000411584.1",0,"ENSG00000084734","GCKR","glucokinase regulator"
"chr2",27518185,27518396,212,"*","Intron (ENST00000264717.7/2646, intron 16 of 18)",2,27507341,27508211,871,1,"2646","ENST00000478147.1",10844,"ENSG00000084734","GCKR","glucokinase regulator"
"chr2",27518921,27519196,276,"*","Exon (ENST00000264717.7/2646, exon 17 of 19)",2,27507341,27508211,871,1,"2646","ENST00000478147.1",11580,"ENSG00000084734","GCKR","glucokinase regulator"
"chr2",27519456,27519888,433,"*","Intron (ENST00000264717.7/2646, intron 17 of 18)",2,27507341,27508211,871,1,"2646","ENST00000478147.1",12115,"ENSG00000084734","GCKR","glucokinase regulator"
"chr2",27520206,27520862,657,"*","Intron (ENST00000264717.7/2646, intron 17 of 18)",2,27507341,27508211,871,1,"2646","ENST00000478147.1",12865,"ENSG00000084734","GCKR","glucokinase regulator"
"chr2",43818797,43819160,364,"*","Intron (ENST00000405322.8/64240, intron 11 of 12)",2,43831942,43873929,41988,1,"64241","ENST00000644611.1",-12782,"ENSG00000143921","ABCG8","ATP binding cassette subfamily G member 8"
"chr2",43819455,43820093,639,"*","Exon (ENST00000405322.8/64240, exon 11 of 13)",2,43831942,43873929,41988,1,"64241","ENST00000644611.1",-11849,"ENSG00000143921","ABCG8","ATP binding cassette subfamily G member 8"
"chr2",43824558,43826190,1633,"*","Exon (ENST00000405322.8/64240, exon 7 of 13)",2,43831942,43873929,41988,1,"64241","ENST00000644611.1",-5752,"ENSG00000143921","ABCG8","ATP binding cassette subfamily G member 8"
"chr2",43826304,43826731,428,"*","Exon (ENST00000405322.8/64240, exon 6 of 13)",2,43831942,43873929,41988,1,"64241","ENST00000644611.1",-5211,"ENSG00000143921","ABCG8","ATP binding cassette subfamily G member 8"
"chr2",43831656,43832207,552,"*","Promoter (<=1kb)",2,43831942,43873929,41988,1,"64241","ENST00000644611.1",0,"ENSG00000143921","ABCG8","ATP binding cassette subfamily G member 8"
"chr2",43834602,43834910,309,"*","Promoter (2-3kb)",2,43832142,43848590,16449,1,"64241","ENST00000643284.1",2460,"ENSG00000143921","ABCG8","ATP binding cassette subfamily G member 8"
"chr2",43838054,43839387,1334,"*","Promoter (<=1kb)",2,43812560,43838750,26191,2,"64240","ENST00000486512.5",0,"ENSG00000138075","ABCG5","ATP binding cassette subfamily G member 5"
"chr2",226799270,226800174,905,"*","Promoter (<=1kb)",2,226731312,226799820,68509,2,"3667","ENST00000305123.6",0,"ENSG00000169047","IRS1","insulin receptor substrate 1"
"chr22",46148321,46148809,489,"*","Promoter (1-2kb)",22,46150521,46198410,47890,1,"5465","ENST00000440343.5",-1712,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr22",46148868,46149082,215,"*","Promoter (1-2kb)",22,46150521,46198410,47890,1,"5465","ENST00000440343.5",-1439,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr22",46149180,46151086,1907,"*","Promoter (<=1kb)",22,46150521,46198410,47890,1,"5465","ENST00000440343.5",0,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr22",46156084,46156381,298,"*","Exon (ENST00000496865.1/5465, exon 2 of 2)",22,46151958,46235403,83446,1,"5465","ENST00000402126.2",4126,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr22",46160766,46161113,348,"*","Exon (ENST00000846960.1/105373074, exon 3 of 3)",22,46151958,46235403,83446,1,"5465","ENST00000402126.2",8808,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr22",46162241,46163215,975,"*","Intron (ENST00000440343.5/5465, intron 2 of 3)",22,46171284,46198410,27127,1,"5465","ENST00000484619.1",-8069,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr22",46163354,46163720,367,"*","Exon (ENST00000624818.1/ENST00000624818.1, exon 1 of 1)",22,46171284,46198410,27127,1,"5465","ENST00000484619.1",-7564,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr22",46167455,46167682,228,"*","Exon (ENST00000846960.1/105373074, exon 2 of 3)",22,46171284,46198410,27127,1,"5465","ENST00000484619.1",-3602,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr22",46169007,46169463,457,"*","Promoter (1-2kb)",22,46171284,46198410,27127,1,"5465","ENST00000484619.1",-1821,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr22",46170963,46172890,1928,"*","Promoter (<=1kb)",22,46171284,46198410,27127,1,"5465","ENST00000484619.1",0,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr22",46177680,46177904,225,"*","Promoter (<=1kb)",22,46176766,46220657,43892,1,"5465","ENST00000493286.1",914,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr22",46178496,46179103,608,"*","Promoter (1-2kb)",22,46176766,46220657,43892,1,"5465","ENST00000493286.1",1730,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr22",46180983,46181451,469,"*","Intron (ENST00000440343.5/5465, intron 3 of 3)",22,46176766,46220657,43892,1,"5465","ENST00000493286.1",4217,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr22",46183590,46184106,517,"*","Intron (ENST00000440343.5/5465, intron 3 of 3)",22,46176766,46220657,43892,1,"5465","ENST00000493286.1",6824,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr22",46185245,46185639,395,"*","Intron (ENST00000440343.5/5465, intron 3 of 3)",22,46176766,46220657,43892,1,"5465","ENST00000493286.1",8479,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr22",46186987,46187280,294,"*","Intron (ENST00000440343.5/5465, intron 3 of 3)",22,46176766,46220657,43892,1,"5465","ENST00000493286.1",10221,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr22",46187895,46188163,269,"*","Intron (ENST00000440343.5/5465, intron 3 of 3)",22,46176766,46220657,43892,1,"5465","ENST00000493286.1",11129,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr22",46191036,46191723,688,"*","Intron (ENST00000440343.5/5465, intron 3 of 3)",22,46176766,46220657,43892,1,"5465","ENST00000493286.1",14270,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr22",46193825,46194358,534,"*","Intron (ENST00000440343.5/5465, intron 3 of 3)",22,46176766,46220657,43892,1,"5465","ENST00000493286.1",17059,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr22",46195658,46197092,1435,"*","Intron (ENST00000440343.5/5465, intron 3 of 3)",22,46176766,46220657,43892,1,"5465","ENST00000493286.1",18892,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr22",46201357,46201813,457,"*","Intron (ENST00000407236.6/5465, intron 4 of 8)",22,46176766,46220657,43892,1,"5465","ENST00000493286.1",24591,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr22",46203683,46203883,201,"*","Intron (ENST00000407236.6/5465, intron 4 of 8)",22,46176766,46220657,43892,1,"5465","ENST00000493286.1",26917,"ENSG00000186951","PPARA","peroxisome proliferator activated receptor alpha"
"chr3",12224551,12225198,648,"*","Intron (ENST00000690965.2/ENST00000690965.2, intron 2 of 3)",3,12287368,12434344,146977,1,"5468","ENST00000397010.7",-62170,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12226108,12226314,207,"*","Intron (ENST00000690965.2/ENST00000690965.2, intron 2 of 3)",3,12287368,12434344,146977,1,"5468","ENST00000397010.7",-61054,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12227798,12228144,347,"*","Intron (ENST00000690965.2/ENST00000690965.2, intron 2 of 3)",3,12287368,12434344,146977,1,"5468","ENST00000397010.7",-59224,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12229465,12229885,421,"*","Intron (ENST00000690965.2/ENST00000690965.2, intron 2 of 3)",3,12287368,12434344,146977,1,"5468","ENST00000397010.7",-57483,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12236359,12236712,354,"*","Distal Intergenic",3,12287368,12434344,146977,1,"5468","ENST00000397010.7",-50656,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12240025,12240253,229,"*","Distal Intergenic",3,12287368,12434344,146977,1,"5468","ENST00000397010.7",-47115,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12253598,12254347,750,"*","Distal Intergenic",3,12287368,12434344,146977,1,"5468","ENST00000397010.7",-33021,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12255198,12255816,619,"*","Distal Intergenic",3,12287368,12434344,146977,1,"5468","ENST00000397010.7",-31552,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12265368,12265581,214,"*","Distal Intergenic",3,12287368,12434344,146977,1,"5468","ENST00000397010.7",-21787,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12267441,12267919,479,"*","Distal Intergenic",3,12287368,12434344,146977,1,"5468","ENST00000397010.7",-19449,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12268112,12268353,242,"*","Distal Intergenic",3,12287368,12434344,146977,1,"5468","ENST00000397010.7",-19015,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12276816,12277123,308,"*","Distal Intergenic",3,12287368,12434344,146977,1,"5468","ENST00000397010.7",-10245,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12287451,12289130,1680,"*","Promoter (<=1kb)",3,12287860,12434344,146485,1,"5468","ENST00000309576.11",0,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12303631,12304370,740,"*","Promoter (1-2kb)",3,12305773,12381392,75620,1,"5468","ENST00000438682.6",-1403,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12308314,12308882,569,"*","Promoter (<=1kb)",3,12308834,12381379,72546,1,"5468","ENST00000683749.1",0,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12316324,12317296,973,"*","Intron (ENST00000397010.7/5468, intron 2 of 7)",3,12312388,12434216,121829,1,"5468","ENST00000397000.6",3936,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12317892,12318274,383,"*","Intron (ENST00000397010.7/5468, intron 2 of 7)",3,12312388,12434216,121829,1,"5468","ENST00000397000.6",5504,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12318751,12319488,738,"*","Intron (ENST00000397010.7/5468, intron 2 of 7)",3,12312388,12434216,121829,1,"5468","ENST00000397000.6",6363,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12325478,12326301,824,"*","Intron (ENST00000397010.7/5468, intron 2 of 7)",3,12312388,12434216,121829,1,"5468","ENST00000397000.6",13090,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12328559,12328931,373,"*","Intron (ENST00000397010.7/5468, intron 2 of 7)",3,12312388,12434216,121829,1,"5468","ENST00000397000.6",16171,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12336163,12336517,355,"*","Intron (ENST00000397010.7/5468, intron 2 of 7)",3,12351472,12406846,55375,1,"5468","ENST00000477039.5",-14955,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12338628,12339233,606,"*","Intron (ENST00000397010.7/5468, intron 2 of 7)",3,12351472,12406846,55375,1,"5468","ENST00000477039.5",-12239,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12350157,12350900,744,"*","Promoter (<=1kb)",3,12351472,12406846,55375,1,"5468","ENST00000477039.5",-572,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12351146,12351582,437,"*","Promoter (<=1kb)",3,12351472,12406846,55375,1,"5468","ENST00000477039.5",0,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12353762,12354140,379,"*","Promoter (2-3kb)",3,12351569,12434344,82776,1,"5468","ENST00000397023.5",2193,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12356205,12356774,570,"*","Intron (ENST00000397010.7/5468, intron 2 of 7)",3,12351569,12434344,82776,1,"5468","ENST00000397023.5",4636,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12357023,12357347,325,"*","Intron (ENST00000397010.7/5468, intron 2 of 7)",3,12351569,12434344,82776,1,"5468","ENST00000397023.5",5454,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12370787,12371230,444,"*","Intron (ENST00000397010.7/5468, intron 2 of 7)",3,12376812,12434344,57533,1,"5468","ENST00000682494.1",-5582,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12371543,12372132,590,"*","5' UTR",3,12376812,12434344,57533,1,"5468","ENST00000682494.1",-4680,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12372845,12373067,223,"*","Intron (ENST00000397010.7/5468, intron 2 of 7)",3,12376812,12434344,57533,1,"5468","ENST00000682494.1",-3745,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12375549,12375978,430,"*","Promoter (<=1kb)",3,12376812,12434344,57533,1,"5468","ENST00000682494.1",-834,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12387856,12388078,223,"*","Intron (ENST00000397010.7/5468, intron 4 of 7)",3,12380460,12434344,53885,1,"5468","ENST00000684094.1",7396,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12393795,12394362,568,"*","Intron (ENST00000397010.7/5468, intron 5 of 7)",3,12405308,12434344,29037,1,"5468","ENST00000682125.1",-10946,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12395332,12395639,308,"*","Intron (ENST00000397010.7/5468, intron 5 of 7)",3,12405308,12434344,29037,1,"5468","ENST00000682125.1",-9669,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12396578,12396778,201,"*","Intron (ENST00000397010.7/5468, intron 5 of 7)",3,12405308,12434344,29037,1,"5468","ENST00000682125.1",-8530,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12400663,12400920,258,"*","Intron (ENST00000397010.7/5468, intron 5 of 7)",3,12405308,12434344,29037,1,"5468","ENST00000682125.1",-4388,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12405668,12406332,665,"*","Promoter (<=1kb)",3,12405308,12434344,29037,1,"5468","ENST00000682125.1",360,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12408987,12409477,491,"*","Intron (ENST00000397010.7/5468, intron 6 of 7)",3,12405308,12434344,29037,1,"5468","ENST00000682125.1",3679,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12410119,12410676,558,"*","Intron (ENST00000397010.7/5468, intron 6 of 7)",3,12405308,12434344,29037,1,"5468","ENST00000682125.1",4811,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12413763,12414201,439,"*","Promoter (1-2kb)",3,12415732,12434327,18596,1,"5468","ENST00000682604.1",-1531,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12418403,12418817,415,"*","Promoter (1-2kb)",3,12416926,12434162,17237,1,"5468","ENST00000683599.1",1477,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12423947,12425084,1138,"*","Promoter (<=1kb)",3,12424574,12434160,9587,1,"5468","ENST00000684277.1",0,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12427609,12428000,392,"*","Intron (ENST00000397010.7/5468, intron 7 of 7)",3,12424574,12434160,9587,1,"5468","ENST00000684277.1",3035,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12430135,12430403,269,"*","Intron (ENST00000397010.7/5468, intron 7 of 7)",3,12424574,12434160,9587,1,"5468","ENST00000684277.1",5561,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12440671,12441371,701,"*","Distal Intergenic",3,12424574,12434160,9587,1,"5468","ENST00000684277.1",16097,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12444571,12444852,282,"*","Distal Intergenic",3,12424574,12434160,9587,1,"5468","ENST00000684277.1",19997,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",12452870,12453365,496,"*","Distal Intergenic",3,12424574,12434160,9587,1,"5468","ENST00000684277.1",28296,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr4",99572565,99573275,711,"*","Promoter (1-2kb)",4,99574824,99584193,9370,1,"4547","ENST00000422897.6",-1549,"ENSG00000138823","MTTP","microsomal triglyceride transfer protein"
